MSFT0	327546	160	6.5
ABCDE	395160	40	43.8
MFE13	334667	20	700.8
MFE13	329732	20	701.0
GOOOG	340442	320	945.5
GOOOG	330223	270	863.8
AAPL1	375731	50	411.2
GOOOG	335974	260	862.1
AAPL1	312489	150	408.1
GOOOG	361718	220	922.7
ABCDE	335551	40	42.8
MSFT0	336293	160	6.5
AAPL1	306848	190	407.3
MSFT0	386716	130	6.8
GOOOG	345789	180	932.7
AAPL1	307761	80	411.5
MSFT0	390492	100	6.6
AAPL1	328169	130	405.1
AAPL1	361387	120	410.7
AAPL1	366185	80	405.3
MFE13	320002	20	700.0
AAPL1	395998	100	406.9
MFE13	366510	10	700.7
AAPL1	354129	60	412.6
MFE13	386896	10	701.5
ABCDE	355704	40	42.6
MSFT0	302139	190	6.6
GOOOG	348268	250	814.8
GOOOG	380798	370	832.6
GOOOG	373600	160	937.0
AAPL1	357230	20	405.8
MFE13	300898	20	702.6
AAPL1	371828	80	409.2
AAPL1	344942	130	405.7
AAPL1	365961	170	410.7
MSFT0	375320	110	6.8
MSFT0	380473	150	6.6
MSFT0	302915	150	6.8
MSFT0	377981	150	6.7
MSFT0	356735	140	6.7
ABCDE	307611	40	42.7
MFE13	325162	10	700.5
MFE13	313345	20	700.7
MSFT0	356447	160	6.6
GOOOG	354098	30	841.5
MFE13	306892	20	700.9
GOOOG	398843	420	807.5
AAPL1	325109	90	410.6
AAPL1	331547	90	405.4
MFE13	330065	10	702.4
MFE13	304203	20	702.4
AAPL1	352790	170	408.3
AAPL1	325602	50	414.7
ABCDE	340870	40	43.9
GOOOG	394751	110	987.8
AAAAA	332233	40	104
AAAAA	321212	100	103
GOOOG	391928	340	829.9
AAPL1	312124	150	405.0
MFE13	359194	20	699.9
GOOOG	335965	240	865.7
ABCDE	371930	40	42.4
AAPL1	352355	130	412.5
MSFT0	326084	150	6.5
MFE13	349307	20	700.7
AAPL1	385583	40	407.5
ABCDE	372440	40	42.6
ABCDE	319911	40	43.8
GOOOG	315728	460	802.4
MSFT0	337047	180	6.5
AAPL1	386227	50	408.8
MFE13	368476	30	702.3
AAPL1	363419	50	407.1
GOOOG	314132	120	977.6
MSFT0	307930	100	6.8
MFE13	387614	10	700.5
GOOOG	342042	150	987.1
GOOOG	348766	300	823.1
ABCDE	346032	40	43.5
MFE13	351567	10	701.3
GOOOG	327199	200	918.0
GOOOG	323157	90	893.0
MSFT0	389953	180	6.5
ABCDE	390869	40	42.2
MFE13	360364	30	701.5
AAPL1	336523	150	413.0
MFE13	359859	10	701.6
ABCDE	366848	40	42.9
ABCDE	389456	40	43.8
MSFT0	308733	180	6.7
AAPL1	353901	20	407.2
MSFT0	342844	160	6.7
GOOOG	361715	230	860.9
ABCDE	355887	40	43.4
MSFT0	322585	130	6.8
MFE13	310451	10	700.0
MFE13	300997	10	702.7
AAPL1	305915	140	411.9
GOOOG	332265	280	818.0
MFE13	377947	30	699.9
MSFT0	333547	170	6.8
MFE13	361956	10	700.9
MSFT0	399288	190	6.8
GOOOG	364800	370	948.0
MSFT0	353977	100	6.5
AAPL1	323225	140	412.7
MFE13	373983	20	701.7
ABCDE	388899	40	43.7
MFE13	385980	10	701.3
GOOOG	359706	50	918.9
MSFT0	365475	160	6.5
AAPL1	391501	60	407.1
MFE13	343318	10	699.1
MSFT0	328976	150	6.6
ABCDE	363188	40	42.6
AAPL1	329542	130	407.8
AAPL1	362202	140	409.9
AAPL1	304753	60	406.8
GOOOG	399460	110	977.4
MSFT0	320676	100	6.8
MSFT0	360736	160	6.7
MFE13	334763	20	699.0
GOOOG	371773	250	971.5
MFE13	302799	30	701.7
MSFT0	306684	190	6.5
AAPL1	392706	150	414.9
MFE13	308777	10	700.2
AAPL1	333239	140	413.0
MSFT0	352618	170	6.6
MFE13	324664	20	701.3
ABCDE	354289	40	42.9
MSFT0	378086	190	6.7
GOOOG	352188	320	833.3
AAPL1	393194	20	410.8
MFE13	314711	10	699.6
AAPL1	341676	20	409.4
ABCDE	328029	40	43.0
GOOOG	359810	250	887.7
MSFT0	303647	170	6.8
AAPL1	306368	100	414.9
ABCDE	332288	40	43.9
MSFT0	309837	140	6.7
AAPL1	317004	180	406.9
MFE13	337116	30	699.1
ABCDE	303976	40	42.3
AAPL1	370924	70	410.7
AAPL1	364134	70	411.2
MSFT0	317406	120	6.6
AAPL1	306215	140	411.3
MSFT0	340665	170	6.8
GOOOG	346306	410	848.1
ABCDE	320267	40	42.5
MSFT0	386954	120	6.5
ABCDE	359794	40	43.0
MFE13	302301	20	702.2
ABCDE	389942	40	42.5
MFE13	345294	20	702.1
GOOOG	305802	230	883.0
MSFT0	310626	150	6.7
MFE13	399842	20	702.9
AAPL1	386632	80	411.8
AAPL1	361520	70	414.7
MSFT0	302694	170	6.5
GOOOG	332252	460	970.6
MSFT0	346377	150	6.5
AAAAA	332222	100	102.5
AAAAA	311111	50	101
AAAAA	300001	40	100
GOOOG	309901	300	823.4
MFE13	357098	30	701.5
MSFT0	332587	130	6.6
GOOOG	345049	230	860.7
GOOOG	357784	260	951.1
GOOOG	307484	460	857.3
MSFT0	305734	140	6.7
MSFT0	330095	160	6.6
MFE13	352172	20	700.1
MFE13	356188	20	702.3
ABCDE	324155	40	43.1
GOOOG	391272	400	813.3
ABCDE	382573	40	42.5
GOOOG	344454	110	832.4
ABCDE	398206	40	43.1
ABCDE	357826	40	42.4
MFE13	323442	20	700.9
MSFT0	381059	160	6.7
ABCDE	345127	40	43.9
AAPL1	324996	150	412.6
MFE13	395543	30	699.3
ABCDE	314265	40	43.8
MFE13	351256	10	702.8
MFE13	397192	30	701.4
MSFT0	364832	140	6.8
GOOOG	361467	320	862.8
GOOOG	346965	330	971.2
MSFT0	357778	160	6.5
MFE13	391131	10	700.9
MSFT0	337622	120	6.5
MSFT0	322876	110	6.6
AAPL1	342352	180	406.7
MFE13	327359	20	701.3
ABCDE	344456	40	43.3
GOOOG	362751	340	866.3
MSFT0	353464	100	6.5
AAPL1	338544	60	405.4
ABCDE	387345	40	42.1
ABCDE	330034	40	42.1
MFE13	340002	10	699.0
AAPL1	351772	60	414.7
AAPL1	306182	140	412.3
MFE13	323136	20	702.0
AAPL1	311848	140	405.3
AAPL1	309878	170	406.1
MFE13	389027	30	700.0
ABCDE	303338	40	43.7
ABCDE	383903	40	43.9
GOOOG	350726	460	988.8
MFE13	311371	10	700.3
ABCDE	349044	40	42.5
MSFT0	359944	190	6.5
AAPL1	309021	50	412.4
GOOOG	397822	270	936.4
GOOOG	365301	80	835.8
GOOOG	346113	370	882.4
MFE13	386375	10	699.1
AAPL1	326282	50	411.5
AAPL1	382396	190	412.8
AAPL1	332897	140	413.6
AAPL1	394130	160	412.8
MFE13	324410	30	700.7
AAPL1	395711	140	408.4
MFE13	351082	20	699.2
MFE13	356457	10	702.2
ABCDE	399371	40	42.2
MSFT0	377098	150	6.5
GOOOG	331380	410	852.2
MSFT0	305787	120	6.8
MSFT0	304407	150	6.7
MFE13	381294	30	700.5
ABCDE	341207	40	43.7
MSFT0	338416	150	6.7
MFE13	352312	30	701.4
AAPL1	389214	50	409.3
GOOOG	340592	320	982.6
MSFT0	360438	100	6.8
AAPL1	309480	110	405.1
AAPL1	333598	120	406.4
MFE13	314484	10	700.9
GOOOG	324488	440	910.3
MFE13	337897	30	700.1
MFE13	327031	30	700.7
GOOOG	321559	390	875.6
ABCDE	363373	40	42.2
MFE13	379971	10	702.8
ABCDE	320851	40	42.7
GOOOG	389625	320	959.0
AAPL1	374570	180	405.4
GOOOG	353638	60	880.5
ABCDE	396996	40	42.1
MSFT0	356488	100	6.6
ABCDE	321768	40	43.8
MSFT0	385776	140	6.8
AAPL1	386199	20	406.7
MFE13	331330	30	701.1
MFE13	332698	10	700.1
MFE13	384001	10	702.6
MSFT0	349253	120	6.5
MSFT0	305190	130	6.8
MSFT0	377801	160	6.5
MSFT0	342667	160	6.7
GOOOG	327996	490	844.0
MFE13	333350	30	699.8
MSFT0	336693	170	6.5
MFE13	379479	10	702.9
MFE13	303869	30	700.5
GOOOG	372666	210	920.7
GOOOG	387268	120	808.8
ABCDE	328581	40	42.4
AAPL1	365684	20	413.7
MSFT0	323188	100	6.6
GOOOG	362195	100	800.5
ABCDE	307512	40	42.9
MFE13	396675	30	702.2
MFE13	360996	20	702.4
MSFT0	338371	180	6.6
ABCDE	303056	40	42.4
MSFT0	385756	180	6.8
AAPL1	360354	150	409.3
MFE13	384784	20	701.0
AAPL1	350461	40	406.8
MSFT0	300791	150	6.5
MSFT0	391907	140	6.8
MSFT0	341070	130	6.8
MFE13	373236	10	700.5
GOOOG	315110	140	957.0
AAPL1	381523	80	414.5
MFE13	390960	20	702.5
MFE13	377794	10	702.3
GOOOG	375712	170	929.8
GOOOG	340519	150	832.6
AAPL1	370190	160	407.3
ABCDE	356546	40	42.8
GOOOG	358473	430	804.7
MFE13	334491	10	700.0
GOOOG	370423	390	986.2
GOOOG	316086	310	859.4
GOOOG	300151	20	908.6
AAPL1	356200	140	411.1
ABCDE	354648	40	43.8
MSFT0	355082	160	6.6
AAPL1	369453	170	411.9
AAPL1	392749	90	407.0
GOOOG	394421	320	811.9
ABCDE	390326	40	43.2
GOOOG	360410	120	930.7
GOOOG	392620	390	856.3
ABCDE	311694	40	43.1
MSFT0	334080	190	6.6
MSFT0	303673	120	6.8
ABCDE	353836	40	42.7
MSFT0	373722	130	6.7
ABCDE	318122	40	43.2
ABCDE	342624	40	43.9
MSFT0	309816	110	6.5
AAPL1	330322	40	410.9
ABCDE	378012	40	42.1
ABCDE	353696	40	43.0
MSFT0	376907	180	6.8
MFE13	363894	20	699.1
ABCDE	389314	40	42.6
ABCDE	306069	40	43.4
MFE13	317577	10	702.4
GOOOG	341633	120	895.1
MFE13	373979	20	702.9
MFE13	389295	20	700.7
ABCDE	302585	40	42.5
ABCDE	313756	40	42.9
MFE13	342408	30	699.6
AAPL1	376456	120	406.5
MSFT0	352443	170	6.6
MFE13	375448	20	702.0
MSFT0	316979	100	6.7
MFE13	367272	10	702.8
MSFT0	361865	150	6.8
AAPL1	300684	20	410.7
MSFT0	374022	150	6.6
ABCDE	399173	40	42.5
GOOOG	312818	350	942.9
MFE13	336058	30	699.3
MFE13	319107	10	699.4
ABCDE	371439	40	43.4
ABCDE	317786	40	42.7
GOOOG	398684	50	910.3
MSFT0	301699	100	6.6
ABCDE	303979	40	43.4
MSFT0	380433	190	6.6
MFE13	385979	30	701.8
ABCDE	356625	40	43.9
MSFT0	375411	130	6.5
MFE13	351951	20	700.8
AAPL1	358590	160	405.9
AAPL1	319073	160	412.2
ABCDE	350344	40	43.8
MFE13	305091	30	699.3
ABCDE	305609	40	43.0
GOOOG	333519	460	904.9
MFE13	363090	10	701.7
ABCDE	389197	40	42.5
MSFT0	367339	170	6.7
AAPL1	368526	110	406.9
MFE13	369574	20	701.6
AAPL1	379983	110	411.9
MSFT0	366060	100	6.6
MSFT0	351993	120	6.5
ABCDE	333173	40	42.8
ABCDE	393417	40	43.1
MFE13	324647	10	700.2
GOOOG	351120	40	957.8
MFE13	374031	20	699.4
GOOOG	325416	180	847.7
AAPL1	384558	40	414.3
GOOOG	353815	320	924.4
AAPL1	391013	150	412.5
MSFT0	335070	180	6.8
AAPL1	393532	60	405.4
MFE13	392771	20	700.6
GOOOG	358770	210	937.8
ABCDE	310176	40	42.2
AAPL1	336687	150	411.3
ABCDE	327584	40	42.4
ABCDE	326609	40	43.6
AAPL1	322653	60	413.3
MSFT0	300132	130	6.6
MFE13	389300	30	700.5
ABCDE	345349	40	43.9
AAPL1	357842	180	405.0
MSFT0	331560	120	6.6
MSFT0	399401	120	6.6
ABCDE	398389	40	43.2
AAPL1	396454	190	405.7
ABCDE	366626	40	42.2
GOOOG	372615	260	924.3
AAPL1	333404	80	407.1
MFE13	352277	30	699.4
GOOOG	327335	390	808.1
MFE13	371837	10	699.6
MFE13	377801	10	701.0
MSFT0	308106	130	6.8
ABCDE	322158	40	43.5
AAPL1	320395	130	406.3
MSFT0	362409	190	6.5
MSFT0	372520	110	6.7
MSFT0	383436	160	6.6
GOOOG	301889	160	894.1
ABCDE	320211	40	42.6
GOOOG	346909	440	861.4
MFE13	337839	20	702.6
MSFT0	334039	130	6.6
AAPL1	306385	50	412.4
AAPL1	376133	80	406.8
MFE13	340266	10	699.3
ABCDE	367428	40	42.4
GOOOG	355107	130	906.1
ABCDE	305145	40	43.3
AAPL1	330749	70	414.3
ABCDE	396544	40	42.0
GOOOG	393147	40	831.0
MFE13	337802	10	700.7
MSFT0	361767	110	6.6
MSFT0	356253	120	6.5
GOOOG	383056	50	953.9
GOOOG	395769	180	875.9
MSFT0	307550	100	6.7
AAPL1	388802	30	410.6
AAPL1	356244	30	405.0
ABCDE	319435	40	43.3
AAPL1	322145	70	408.1
MSFT0	370576	150	6.6
ABCDE	359676	40	42.9
MSFT0	358629	190	6.7
MSFT0	396849	170	6.8
ABCDE	358174	40	43.1
MSFT0	309980	150	6.5
AAPL1	316660	140	412.9
MFE13	310209	20	700.0
AAPL1	314624	60	413.2
GOOOG	367156	80	930.8
ABCDE	363985	40	43.2
MSFT0	337243	190	6.6
MFE13	316287	10	699.2
MFE13	338951	30	702.9
AAPL1	379997	110	411.6
AAPL1	339979	160	407.2
AAPL1	375511	100	405.9
MFE13	329521	20	699.9
GOOOG	364000	380	971.4
ABCDE	388511	40	42.4
AAPL1	320964	120	409.7
MFE13	348035	30	702.6
GOOOG	311298	420	836.8
MSFT0	313236	120	6.6
GOOOG	306400	220	917.3
MSFT0	307929	180	6.7
GOOOG	362695	90	926.5
GOOOG	341133	380	850.8
ABCDE	363858	40	42.8
ABCDE	385655	40	43.5
GOOOG	376357	290	977.1
AAPL1	397616	170	409.6
ABCDE	378153	40	42.6
MFE13	393558	30	700.7
MFE13	373915	20	700.2
MSFT0	325361	150	6.6
AAPL1	371925	60	406.3
AAPL1	369351	110	406.6
MFE13	377331	10	700.9
GOOOG	374721	40	816.4
MSFT0	331838	160	6.8
GOOOG	351043	310	828.2
MSFT0	377306	100	6.5
AAPL1	357281	120	412.1
MSFT0	395385	150	6.7
ABCDE	317157	40	42.7
MFE13	390723	20	699.3
ABCDE	375221	40	42.0
MSFT0	328617	110	6.6
AAPL1	362741	30	412.8
AAPL1	346282	130	409.4
AAPL1	312943	140	405.9
MFE13	354938	10	702.2
ABCDE	396950	40	43.3
AAPL1	344214	80	409.5
MFE13	359096	10	701.1
AAPL1	311097	30	410.2
GOOOG	319985	70	919.6
ABCDE	316296	40	43.2
ABCDE	303687	40	42.3
MSFT0	327272	120	6.8
MFE13	323013	10	699.7
ABCDE	335854	40	42.8
ABCDE	313434	40	42.4
ABCDE	399859	40	42.5
MFE13	351352	30	699.0
AAPL1	338784	160	414.2
ABCDE	324985	40	43.0
GOOOG	336475	80	888.1
ABCDE	339905	40	43.0
MFE13	392630	30	700.3
MSFT0	349547	160	6.6
MFE13	360918	10	702.9
MSFT0	300480	130	6.6
MFE13	358772	20	701.9
MFE13	377746	30	701.6
GOOOG	365718	90	951.1
ABCDE	352831	40	42.5
ABCDE	382577	40	42.5
ABCDE	396243	40	43.4
GOOOG	331373	200	835.0
AAPL1	379708	60	413.3
AAPL1	328517	30	406.6
GOOOG	301489	50	981.1
GOOOG	309414	460	937.2
ABCDE	332872	40	42.2
GOOOG	330556	470	962.0
GOOOG	301802	180	977.0
MFE13	316220	30	701.2
MSFT0	344398	130	6.6
ABCDE	376677	40	42.8
ABCDE	368125	40	43.4
MFE13	371453	20	700.0
ABCDE	345978	40	42.0
GOOOG	391926	110	980.1
MSFT0	398894	170	6.8
MSFT0	393260	130	6.8
GOOOG	346152	480	987.9
ABCDE	390492	40	42.9
MFE13	338645	30	699.5
AAPL1	360301	50	409.6
ABCDE	356031	40	43.4
AAPL1	384583	50	411.7
MFE13	328480	20	702.4
MFE13	366331	10	702.0
GOOOG	360225	420	917.2
MFE13	365646	30	700.0
MFE13	330993	20	700.3
GOOOG	333164	240	958.7
ABCDE	318819	40	42.7
ABCDE	310068	40	42.1
GOOOG	328656	250	964.4
GOOOG	335482	140	882.7
AAPL1	353576	140	406.7
AAPL1	399083	180	405.0
AAPL1	302817	120	411.5
AAPL1	370953	60	408.6
AAPL1	390515	180	408.7
MFE13	386582	10	700.7
AAPL1	311916	130	410.1
ABCDE	395527	40	42.6
MFE13	344090	20	700.9
AAPL1	387576	190	405.0
MSFT0	386495	120	6.5
MSFT0	335515	150	6.6
AAPL1	363114	180	412.4
MSFT0	386454	120	6.7
GOOOG	302099	410	933.2
MSFT0	307682	110	6.8
MFE13	337671	20	702.4
ABCDE	314919	40	42.2
ABCDE	303409	40	43.3
MFE13	378224	20	702.0
MFE13	332724	20	701.8
GOOOG	381747	50	914.9
AAPL1	317361	60	405.3
MFE13	367611	10	699.7
AAPL1	387560	170	408.3
AAPL1	375715	20	411.4
AAPL1	322962	110	407.1
AAPL1	335894	40	405.7
AAPL1	336316	120	414.8
GOOOG	326744	310	839.2
MSFT0	333730	170	6.8
GOOOG	308696	160	915.9
MFE13	345155	30	699.9
GOOOG	345466	390	898.4
MSFT0	302903	110	6.7
MSFT0	363710	120	6.6
AAPL1	305945	180	406.1
ABCDE	316919	40	43.0
MSFT0	368467	170	6.5
MSFT0	355456	110	6.6
AAPL1	300603	150	414.7
ABCDE	328808	40	42.6
GOOOG	337661	390	979.7
GOOOG	314649	460	878.0
AAPL1	307453	50	405.1
MFE13	346074	10	700.2
MSFT0	337039	180	6.5
AAPL1	382455	100	414.9
ABCDE	353753	40	42.9
ABCDE	381751	40	43.0
ABCDE	346038	40	42.5
GOOOG	301403	100	967.6
AAPL1	300498	190	406.0
ABCDE	316622	40	43.6
AAPL1	336593	120	409.2
MSFT0	371821	180	6.8
MFE13	315942	10	701.1
AAPL1	327877	150	413.7
MFE13	364493	20	700.4
MSFT0	328720	130	6.6
ABCDE	332193	40	43.1
AAPL1	315541	90	414.1
ABCDE	338766	40	42.2
AAPL1	389573	190	405.4
MSFT0	388776	150	6.6
MSFT0	339361	150	6.7
ABCDE	367545	40	43.8
MSFT0	325221	110	6.6
MSFT0	394998	180	6.7
MFE13	362468	10	702.1
ABCDE	320694	40	42.6
AAPL1	310965	110	405.9
MSFT0	356584	190	6.6
ABCDE	327433	40	42.0
GOOOG	307116	140	928.3
MSFT0	315844	130	6.5
GOOOG	304952	280	837.9
ABCDE	368088	40	43.0
AAPL1	378175	60	411.2
MSFT0	380736	160	6.6
ABCDE	326505	40	43.2
ABCDE	389589	40	43.6
AAPL1	360798	100	412.0
MSFT0	301440	140	6.6
MFE13	334402	20	701.2
MFE13	353366	20	699.9
AAPL1	362776	160	412.2
MFE13	344673	30	700.3
ABCDE	381110	40	42.1
ABCDE	314482	40	42.6
MFE13	397482	10	700.2
ABCDE	383376	40	42.0
AAPL1	334010	80	406.7
AAPL1	361623	180	413.6
ABCDE	330375	40	43.3
ABCDE	308921	40	43.7
GOOOG	352152	340	851.4
AAPL1	382529	130	413.9
MSFT0	376392	110	6.5
ABCDE	394763	40	43.9
AAPL1	333354	120	409.1
GOOOG	338973	30	843.6
MFE13	315041	30	702.2
GOOOG	333370	120	868.4
MFE13	355367	10	701.0
AAPL1	355029	190	412.4
MSFT0	316042	110	6.8
AAPL1	311708	160	408.9
MFE13	339855	10	699.3
AAPL1	383138	70	407.6
MFE13	318500	30	702.1
ABCDE	350078	40	43.8
MSFT0	312631	110	6.7
ABCDE	386462	40	43.8
MFE13	376664	20	701.3
GOOOG	356435	430	987.7
MSFT0	338956	180	6.8
MSFT0	349013	100	6.5
MSFT0	388690	170	6.7
MFE13	390504	30	701.5
GOOOG	349838	250	965.1
MFE13	352922	10	701.4
GOOOG	390970	60	989.9
GOOOG	357859	110	824.5
AAPL1	377578	160	407.9
GOOOG	366139	210	890.6
GOOOG	346965	410	824.6
MFE13	321976	10	699.9
GOOOG	360258	370	834.4
AAPL1	318425	40	411.7
MFE13	319750	30	700.3
MSFT0	386199	150	6.8
MFE13	312564	30	701.1
GOOOG	364558	50	843.8
MSFT0	343731	190	6.7
MFE13	361260	20	699.1
AAPL1	373748	30	410.7
ABCDE	330327	40	43.9
MFE13	304296	20	700.4
MFE13	383550	20	701.2
MSFT0	336930	150	6.8
MSFT0	366133	130	6.6
GOOOG	389571	120	958.1
MFE13	327409	10	699.7
AAPL1	399789	40	413.7
MFE13	383435	20	700.1
AAPL1	379134	170	413.4
MFE13	365661	20	702.2
GOOOG	354367	320	835.9
MSFT0	338668	130	6.8
AAPL1	382223	170	407.5
MFE13	359533	30	702.1
MSFT0	378164	110	6.8
MSFT0	398767	100	6.6
MSFT0	378825	160	6.8
AAPL1	385292	80	406.0
ABCDE	348561	40	42.2
ABCDE	387375	40	43.7
MFE13	333384	20	699.0
ABCDE	320531	40	43.4
MSFT0	349435	160	6.8
AAPL1	303120	100	406.1
MSFT0	382757	150	6.6
ABCDE	326425	40	42.6
ABCDE	367749	40	43.5
GOOOG	379386	180	854.2
AAPL1	368184	190	413.2
ABCDE	365075	40	42.3
ABCDE	323734	40	43.7
AAPL1	347740	150	414.2
ABCDE	393641	40	42.3
GOOOG	324110	370	809.5
AAPL1	320911	90	410.4
AAPL1	327247	90	405.0
AAPL1	377581	50	413.2
MFE13	333141	30	702.6
AAPL1	360307	180	412.0
MSFT0	318401	190	6.5
GOOOG	308745	70	911.9
MFE13	330891	10	702.7
MSFT0	323087	110	6.8
MFE13	390918	20	701.4
AAPL1	393688	30	412.9
MFE13	303187	10	702.3
GOOOG	359364	60	906.4
GOOOG	304381	310	800.1
MSFT0	342490	100	6.6
ABCDE	352158	40	42.8
MFE13	384033	20	700.7
MFE13	362502	10	702.5
ABCDE	325520	40	42.1
MSFT0	390469	130	6.6
MSFT0	376730	110	6.5
AAPL1	356266	150	407.4
ABCDE	389715	40	43.4
AAPL1	336807	20	407.8
MSFT0	333773	160	6.5
GOOOG	361885	440	826.5
ABCDE	308689	40	42.4
GOOOG	337549	400	955.3
AAPL1	318738	60	408.7
GOOOG	381052	30	926.4
AAPL1	372324	110	414.3
MSFT0	367467	190	6.6
MFE13	391398	30	701.4
MFE13	382096	20	702.8
ABCDE	354872	40	42.7
MSFT0	301554	140	6.7
AAPL1	309468	90	408.1
MSFT0	351475	190	6.8
AAPL1	395248	120	407.9
MSFT0	384306	170	6.6
AAPL1	393501	140	414.0
GOOOG	397341	80	893.6
GOOOG	337252	350	839.3
MSFT0	332090	130	6.5
MFE13	378324	10	699.6
AAPL1	321222	130	408.0
MFE13	395915	20	702.8
MFE13	393023	10	702.1
AAPL1	336572	110	411.7
AAPL1	334491	70	413.4
AAPL1	369268	170	409.2
GOOOG	371660	20	933.7
MSFT0	380034	120	6.6
ABCDE	359367	40	43.6
ABCDE	309717	40	42.8
ABCDE	355950	40	43.7
MSFT0	304308	130	6.5
ABCDE	375763	40	43.9
ABCDE	365964	40	42.5
GOOOG	359945	410	806.3
AAPL1	322699	30	406.5
MSFT0	371371	110	6.6
MFE13	372450	20	702.5
ABCDE	334421	40	42.5
MSFT0	303275	170	6.8
GOOOG	384361	300	832.3
AAPL1	377030	160	412.3
MSFT0	350964	110	6.5
GOOOG	370696	370	815.5
MFE13	379117	30	702.4
MFE13	333066	30	701.7
ABCDE	391367	40	43.9
AAPL1	357670	50	414.8
GOOOG	328790	160	901.5
GOOOG	326686	170	972.1
ABCDE	389017	40	42.9
GOOOG	336610	190	969.0
MSFT0	315001	160	6.5
MSFT0	394632	190	6.5
MFE13	365083	10	701.9
AAPL1	398221	60	408.9
GOOOG	319383	460	874.7
AAPL1	382874	180	411.0
MSFT0	349380	130	6.5
AAPL1	359077	30	408.8
ABCDE	304489	40	42.1
MFE13	356445	10	701.7
GOOOG	363354	240	898.8
ABCDE	349809	40	42.1
GOOOG	305962	310	877.1
ABCDE	351516	40	42.8
MFE13	305319	20	701.6
AAPL1	384363	40	407.1
ABCDE	359467	40	42.1
MSFT0	369101	140	6.6
MSFT0	364722	120	6.7
GOOOG	362343	470	916.6
MSFT0	395385	150	6.8
ABCDE	317694	40	42.5
MSFT0	347490	130	6.5
ABCDE	384240	40	42.4
GOOOG	349696	390	953.9
AAPL1	376240	50	412.0
GOOOG	317987	30	966.9
AAPL1	369162	140	412.1
AAPL1	391442	120	411.6
MFE13	316265	20	700.7
AAPL1	342809	180	410.6
AAPL1	304185	100	414.9
MFE13	322574	30	702.8
AAPL1	366615	100	408.3
GOOOG	387134	460	829.5
ABCDE	334472	40	42.8
MSFT0	302725	160	6.7
MFE13	390528	10	699.1
GOOOG	347106	270	964.6
MSFT0	391046	140	6.8
MFE13	332797	20	700.9
MFE13	369110	20	699.8
MFE13	301744	10	701.8
ABCDE	351234	40	43.3
MSFT0	333181	180	6.6
GOOOG	333611	20	832.4
MSFT0	395334	110	6.8
MFE13	375050	30	702.5
GOOOG	333392	20	827.0
MSFT0	363283	110	6.8
MFE13	341554	10	699.0
